"source_id","cluster_id","bookname","author"
"paperbackworld.de","0201896850","the art of computer programming 3. sorting and searching.","donald ervin knuth"
"ashleyjohnson","0201896850","art of computer programming, volume 3: sorting and searching (2nd edition)","knuth, donald e."
"marando.de versandbuchhandlung","0201896850","sorting and searching","donald e. knuth"
"versandantiquariat robert a. mueller","0201896850","the art of computer programming 3. sorting and searching. the classic work newly updated and revised.","knuth, donald ervin"
"aha-buch","0201896850","sorting and searching","donald e. knuth"
"morgenstundt buch & kunst","0201896850","art of computer programming, the","knuth, donald e."
"caiman","0201896850","art of computer programming vo","knuth, donald ervin"
"mellon's books","0201896850","art of computer programming","knuth, donald e."
"papamedia.com","0201896850","art of computer programming, volume 3: sorting and searching (2nd edition)","donald e. knuth"
"thebookcom","0201896850","the art of computer programming sorting and searching - v. 3","knuth, donald e."
"quartermelon","0201896850","art of computer programming sorting and searching","knuth, donald e."
"thebookcom","0201896850","the art of computer programming sorting and searching - v. 3","knuth, donald e."
"blackwell online","0201896850","the art of computer programming","donald e. knuth"
"free u.s. air shipping @ thebookcompany","0201896850","the art of computer programming sorting and searching - v. 3","knuth, donald e."
"free u.s. air shipping @ thebookcompany","0201896850","the art of computer programming sorting and searching - v. 3","knuth, donald e."
"the book depository","0201896850","art of computer programming: v. 3","donald e. knuth"
"stratford books","0201896850","art of computer programming sorting and searching","knuth, donald e."
"thesaintbookstore","0201896850","art of computer programming, volume 3: sorting and searching (2nd edition)","knuth, donald e."
"revaluation books","0201896850","art of computer programming volume 3:sorting and searching","knuth, donald e."
"bobs books","0201896850","art of computer programming sorting and searching","knuth, donald e. (professor emeritus of the art of computer prog"
"revaluation books","0201896850","the art of computer programming sorting and searching","knuth, donald e."
"revaluation books","0201896850","the art of computer programming: sorting and searching v. 3 (art of computer programming)","donald e. knuth"
"bobs books","0201896850","art of computer programming: v. 3","donald e. knuth"
"limelight bookshop","0201896850","the art of computer programming, vol. 3","knuth, donald e."
"best bargain books","0201896834","art of computer programming, volume 1: fundamental algorithms (3rd edition)","donald e. knuth"
"deepak sachdeva","0201896834","art of computer programming, volume 1: fundamental algorithms","knuth"
"the e","0201896834","the art of computer programming: fundamental algorithms","knuth, donald e.; knuth, donald"
"happybook","0201896834","the art of computer programming: fundamental algorithms","knuth, donald e.; knuth, donald"
"aa42.com","0201896834","art of computer programming, the","knuth, donald e."
"robinart books","0201896834","the art of computer programming. volume 1. fundamental algorithms","knuth"
"ecampus.com","0201896834","the art of computer programming: fundamental algorithms","knuth, donald e.; knuth, donald"
"bookmantra.com","0201896834","the art of computer programming - fundamental algorithms","knuth, donald e.,"
"cody books ltd","0201896834","art of computer programming, volume 1: fundamental algorithms (3rd edition)","knuth, donald e."
"a1books","0201896834","art of computer programming, volume 1: fundamental algorithms","knuth, donald e."
"indoo.com","0201896834","art of computer programming, volume 1: fundamental algorithms","knuth, donald e."
"bookmantra.com","0201896834","the art of computer programming - fundamental algorithms","knuth, donald e.,"
"sunmark store","0201896834","art of computer programming, volume 1: fundamental algorithms (3rd edition.","0"
"a1books","0201896834","art of computer programming, volume 1: fundamental algorithms","knuth, donald e."
"textbookxdotcom","0201896834","the art of computer programming fundamental algorithms (volume1)","donald e. knuth"
"caiman","0201896834","art of computer programming v0","knuth, donald ervin"
"powell's books","0201896834","art of computer prog 3ed volume 1 fundamenta","knuth, donald e"
"james & naomi cummings, booksellers","0201896834","the art of computer programming","knuth"
"sandy chong","0201896834","art of computer programming, volume 1: fundamental algorithms (3rd edition)","donald ervin knuth"
"browns books","0201896834","the the","knuth, donald e."
"odeon books","0201896834","art of computer programming, volume 1: fundamental algorithms (3rd edition)","donald e. knuth"
"versandantiquariat robert a. mueller","0201896834","the art of computer programming 1. fundamental algorithms.","knuth, donald ervin"
"marando.de versandbuchhandlung","0201896834","fundamental algorithms","donald e. knuth"
"aha-buch","0201896834","fundamental algorithms","donald e. knuth"
"ashleyjohnson","0201896834","art of computer programming, volume 1: fundamental algorithms (3rd edition)","knuth, donald e."
"nancy mcmath","0201896834","the art of computer programming volumes 1 and 2","donald e. knuth"
"papamedia.com","0201896834","art of computer programming, volume 1: fundamental algorithms (3rd edition)","donald e. knuth"
"thebookcom","0201896834","the art of computer programming fundamental algorithms - v. 1","knuth, donald e."
"quartermelon","0201896834","art of computer programming fundamental algorithms","knuth, donald e."
"mellon's books","0201896834","art of computer programming","knuth, donald e."
"thebookcom","0201896834","the art of computer programming fundamental algorithms - v. 1","knuth, donald e."
"blackwell online","0201896834","the art of computer programming","donald e. knuth"
"free u.s. air shipping @ thebookcompany","0201896834","the art of computer programming fundamental algorithms - v. 1","knuth, donald e."
"stratford books","0201896834","art of computer programming fundamental algorithms","knuth, donald e."
"a1books","0201896834","art of computer programming, volume 1: fundamental algorithms","knuth, donald e."
"free u.s. air shipping @ thebookcompany","0201896834","the art of computer programming fundamental algorithms - v. 1","knuth, donald e."
"thesaintbookstore","0201896834","art of computer programming, volume 1: fundamental algorithms (3rd edition)","knuth, donald e."
"revaluation books","0201896834","art of computer programming volume 1:fundamental algorithms","knuth, donald e."
"revaluation books","0201896834","the art of computer programming: fundamental algorithms v. 1 (art of computer programming)","donald e. knuth"
"revaluation books","0201896834","the art of computer programming fundamental algorithms","knuth, donald e."
"bobs books","0201896834","art of computer programming fundamental algorithms","knuth, donald e. (professor emeritus of comptuer programming, st"
"hein & co. used and rare books","0201896834","the art of computer programming (3 volume set in slipcase)","donald e. knuth"
"limelight bookshop","0201896834","the art of computer programming volume 1","knuth, donald ervin"
"international books","020140009x","an introduction to the analysis of algorithms (paperback)","robert sedgewick , philippe flajolet"
"allenac","020140009x","an introduction to the analysis of algorithms","sedgewick, robert; flajolet, philippe"
"the e","020140009x","an introduction to the analysis of algorithms","sedgewick, robert; flajolet, philippe"
"happybook","020140009x","an introduction to the analysis of algorithms","robert sedgewick, philippe flajolet"
"bookforyou","020140009x","an introduction to the analysis of algorithms","sedgewick, robert; flajolet, philippe"
"betterworld.com","020140009x","an introduction to the analysis of algorithms","robert sedgewick, philippe flajolet"
"better world books sale","020140009x","an introduction to the analysis of algorithms","robert sedgewick, philippe flajolet"
"bookmantra.com","020140009x","an introduction to the analysis of algorithms - software engineers and softwarereuse","sedgewick, robert;flajolet, philippe;gordon, peter,"
"indoo.com","020140009x","introduction to the analysis of algorithms, an","sedgewick, robertflajolet, philippe"
"textbookxdotcom","020140009x","an introduction to the analysis of algorithms","robert sedgewick"
"sandy chong","020140009x","introduction to the analysis of algorithms","philippe flajolet, robert sedgewick"
