"id","name","address","city","state","zipcode","phone","rating","reviews","ranking"
296,"Birria Huentitan","4019 W. North Ave.","Chicago","IL",," 773-276-0768",0,0,12
297,"Birrieria de la Torre","6724 S. Pulaski Rd.","Chicago","IL",," 773-767-6075",0,0,13
298,"Birrieria Zaragoza","4852 S. Pulaski Rd.","Chicago","IL",," 773-523-3700",0,0,14
299,"Bismillah","6301 N. Ridge Ave.","Chicago","IL",," 773-973-5602",0,0,0
300,"Bistro 110","110 E. Pearson St.","Chicago","IL",," 312-266-3110",3,27,1
301,"Bistro Bordeaux","618 Church St.","Chicago","IL",," 847-424-1483",5,2,2
302,"Bistro Campagne","4518 N. Lincoln Ave.","Chicago","IL",," 773-271-6100",3,42,3
303,"Bistro Monet","462 N. Park Blvd.","Chicago","IL",," 630-469-4002",0,0,4
304,"Bistro Pacific","680 N. Lake Shore Dr.","Chicago","IL",," 312-397-1800",3,6,5
305,"Bistronomic","840 N. Wabash St.","Chicago","IL",," 312-944-8400",0,0,6
306,"Bistrot Margot","1437 N. Wells St.","Chicago","IL",," 312-587-3660",3,42,7
307,"Bistrot Zinc","1131 N. State St.","Chicago","IL",," 312-337-1131",3,18,8
308,"Bite","1039 N. Western Ave.","Chicago","IL",," 773-395-2483",3,21,9
309,"Bittersweet","1114 W. Belmont Ave.","Chicago","IL",," 773-929-1100",3,4,10
310,"BJ's Market & Bakery","1156 W. 79th St.","Chicago","IL",," 773-723-7000",0,0,11
311,"Black Dog Gelato","859 N. Damen Ave.","Chicago","IL",," 773-235-3116",5,1,12
312,"Black Duck Tavern & Grill","1800 N. Halsted St.","Chicago","IL",," 312-664-1801",3,10,13
313,"Blackbird","619 W. Randolph St.","Chicago","IL",," 312-715-0708",4,27,14
314,"Blackie's","755 S. Clark St.","Chicago","IL",," 312-786-1161",4,1,0
315,"Bleeding Heart Bakery","1010 North Boulevard","Chicago","IL",," 708-358-0559",0,0,2
316,"Bleeding Heart Bakery","1955 W. Belmont Ave.","Chicago","IL",," 773-327-6934",0,0,1
317,"Blind Faith Cafe","525 Dempster St.","Chicago","IL",," 847-328-6875",3,25,3
318,"Blind Robin","853 N. Western Ave.","Chicago","IL",," 773-395-3002",0,0,4
319,"Blokes & Birds","3343 N. Clark St.","Chicago","IL",," 773-472-5252",0,0,5
320,"Blu 47","4655 S. King Dr.","Chicago","IL",," 773-536-6000",0,0,6
321,"Blue 13","416 W. Ontario St.","Chicago","IL",," 312-787-1400",0,0,7
322,"Blue Agave","1 W. Maple St.","Chicago","IL",," 312-335-8900",3,6,8
323,"Blue Bayou","3734 N. Southport Ave.","Chicago","IL",," 773-871-3300",3,14,9
324,"Blue Elephant","1235 W. Devon Ave.","Chicago","IL",," 773-262-5216",0,0,10
325,"Blue Fin Sushi Bar","1952 W. North Ave.","Chicago","IL",," 773-394-7373",3,11,11
326,"Blue Frog 22","22 E. Hubbard St.","Chicago","IL",,,0,0,12
327,"Blue Frog Bar & Grill","676 N. LaSalle St.","Chicago","IL",," 312-943-8900",3,4,13
328,"Blue Iguana","2909 N. Sheffield Ave.","Chicago","IL",," 773-935-7500",0,0,14
329,"Blue Line Club Car","1548 N. Damen Ave.","Chicago","IL",," 773-395-3700",3,3,0
330,"Blue Nile Ethiopian Restaurant","6118 N. Ravenswood Ave.","Chicago","IL",," 773-465-6710",0,0,1
331,"Blue Ocean","4650 N. Clark St.","Chicago","IL",," 773-334-6288",0,0,2
332,"Blue Parrot Tea Room","31 Forest Ave.","Chicago","IL",," 708-447-2233",0,0,3
333,"Blue Sky Bakery & Cafe","3720 N. Lincoln","Chicago","IL",," 773-880-9910",0,0,4
334,"Blue Star Wine Bar","1209 N. Noble Street","Chicago","IL",," 773-868-0126",5,1,5
335,"Bluelight","3251 N. Western Ave.","Chicago","IL",," 773-755-5875",0,0,7
336,"Bluestone","1932 Central St.","Chicago","IL",," 847-424-0420",2,9,8
337,"Bluette","1162 Wilmette Ave.","Chicago","IL",," 847-853-8988",0,0,9
338,"Bob Chinn's Crab House","393 S. Milwaukee Ave.","Chicago","IL",," 847-520-3633",3,5,10
339,"Bob San","1805 W. Division St.","Chicago","IL",," 773-235-8888",3,25,11
340,"Bobbie's Runaway","5305 N. Damen Ave.","Chicago","IL",," 773-271-6488",0,0,12
341,"Bobtail Soda Fountain","2951 N. Broadway","Chicago","IL",," 773-880-7372",0,0,13
342,"Bogart's Charhouse","17344 Oak Park Ave.","Chicago","IL",," 708-532-5392",3,2,14
343,"Bohemian Crystal","639 N. Blackhawk Dr.","Chicago","IL",," 630-789-1981",0,0,0
344,"Boka","1729 N. Halsted St.","Chicago","IL",," 312-337-6070",4,28,2
345,"Bolat African Cuisine","3346 N. Clark St.","Chicago","IL",," 773-665-1100",2,12,3
346,"Bombacigno's J & C Restaurant","558 W. Van Buren St.","Chicago","IL",," 312-663-4114",3,1,4
347,"Bombay Kabab House","1901 W. Howard St.","Chicago","IL",," 847-475-4553",5,1,5
348,"Bombon Cafe","36 S. Ashland Ave.","Chicago","IL",," 312-733-8717",5,1,6
349,"Bombon Cake Gallery","500 W. Madison St.","Chicago","IL",," 312-798-6888",0,0,7
350,"Bon Bon","2333 W. North Ave.","Chicago","IL",," 773-278-5800",5,1,8
351,"Bongo Room","1152 S. Wabash Ave.","Chicago","IL",," 312-291-0100",4,2,10
352,"Bongo Room","1470 N. Milwaukee Ave.","Chicago","IL",," 773-489-0690",3,32,9
353,"Bonjour Bakery and Cafe","1550 E. 55th St.","Chicago","IL",," 773-241-5300",5,1,11
354,"Bonsai Cafe","2916 Central St.","Chicago","IL",," 847-866-7498",5,1,12
355,"Bonsoiree Cafe & Delicacies","2728 W. Armitage Ave.","Chicago","IL",," 773-486-7511",3,5,13
356,"Bootlegger's","13 W. Division Street","Chicago","IL",,,0,0,14
357,"BopNGrill","1903 Church","Chicago","IL",," 847-733-7102",0,0,0
358,"Borinquen","1720 N. California Ave.","Chicago","IL",," 773-227-6038",0,0,1
359,"Bottom Lounge","1375 W. Lake St.","Chicago","IL",," 312-666-6775",4,10,2
360,"Bottom Lounge","1375 W. Lake St.","Chicago","IL",," 866-468-3401",4,10,2
361,"Bourgeois Pig","738 W. Fullerton Ave.","Chicago","IL",," 773-883-5282",3,2,5
362,"Branch 27","1371 W. Chicago Ave.","Chicago","IL",," 312-850-2700",0,0,6
363,"Brand BBQ Market","2824 W. Armitage Ave.","Chicago","IL",," 773-687-8148",0,0,7
364,"Branko's Submarines","1118 W. Fullerton","Chicago","IL",," 773-472-4873",0,0,8
365,"Brasa Roja","3125 W. Montrose Ave.","Chicago","IL",," 773-866-2252",3,3,9
366,"Brasa Roja","3424 W. Irving Park Rd.","Chicago","IL",," 773-866-1966",0,0,10
367,"Bravo Cucina Italiana","1701 Maple Ave.","Chicago","IL",," 847-733-0917",2,2,11
368,"Braxton Seafood Grill","3 Oakbrook Ctr.","Chicago","IL",," 630-574-2155",0,0,12
369,"Brazzaz","539 N. Dearborn St.","Chicago","IL",," 312-595-9000",3,5,13
370,"Breakfast Club","1381 W. Hubbard St.","Chicago","IL",," 312-666-2372",3,11,14
371,"Brett's Kitchen","233 W. Superior St.","Chicago","IL",," 312-664-6354",1,1,0
372,"Bricks","1909 N. Lincoln Ave.","Chicago","IL",," 312-255-0851",3,12,1
373,"Bridget McNeill's","420 W. Belmont Ave.","Chicago","IL",," 773-248-6654",0,0,2
374,"Briejo","211 Harrison St.","Chicago","IL",," 708-848-2743",3,2,3
375,"Brisku's Bistro","4100 N. Kedzie Ave.","Chicago","IL",," 773-279-9141",3,8,4
376,"Broadway Cellars","5900 N. Broadway","Chicago","IL",," 773-944-1208",3,6,6
377,"Broken Plate Bar and Grill","2547 W. Lawrence","Chicago","IL",," 773-878-6878",0,0,7
378,"Brown Sugar Bakery","328 E. 75th St.","Chicago","IL",," 773-699-2253",0,0,9
379,"Brownstone Tavern & Grill","3937 N. Lincoln Ave.","Chicago","IL",," 773-528-3700",2,6,10
380,"Browntrout","4111 N. Lincoln Ave.","Chicago","IL",," 773-472-4111",4,2,11
381,"Brudder's","3809 N. Harlem Ave,","Chicago","IL",," 773-777-9500",0,0,12
382,"Bruna's Ristorante","2424 S. Oakley Ave.","Chicago","IL",," 773-254-5550",4,3,13
383,"Bruno and Tim's","6562 N. Sheridan Rd.","Chicago","IL",," 773-764-7900",0,0,14
384,"Bubba Gump Shrimp Co.","700 E. Grand Ave.","Chicago","IL",," 312-252-4867",3,6,0
385,"Buca di Beppo","521 N. Rush St.","Chicago","IL",," 312-396-0001",3,1,1
386,"Buck's Saloon","3439 N. Halsted St.","Chicago","IL",," 773-525-1125",0,0,2
387,"Bucktown Beanery","2158 N. Damen Ave.","Chicago","IL",," 773-278-4200",0,0,3
388,"Bucktown Soup Cafe","1840 N. Damen Ave.","Chicago","IL",," 773-904-8364",0,0,4
389,"Buddy Guy's Legends","700 S. Wabash Ave.","Chicago","IL",," 312-427-1190",4,8,5
390,"Buen Sabor","4911 N. Western Ave.","Chicago","IL",," 773-878-1001",3,2,6
391,"Buffalo Joe's","1841 W. Howard St.","Chicago","IL",," 773-764-7300",0,0,7
392,"Buffalo Wild Wings","2464 N. Lincoln Ave.","Chicago","IL",," 773-868-9453",2,10,8
393,"Buffet Palace","3026 N. Ashland Ave.","Chicago","IL",," 773-868-1888",2,2,9
394,"Bull & Bear","431 N. Wells St.","Chicago","IL",," 312-527-5973",0,0,10
395,"Bull-Eh-Dias Tapas Bar","3651 N. Southport Ave.","Chicago","IL",," 773-404-2855",0,0,11
396,"Buona Terra","2535 N. California Ave.","Chicago","IL",," 773-289-3800",3,7,12
397,"Burger Bar","1578 N. Clybourn Ave.","Chicago","IL",," 312-255-0055",5,1,13
398,"Burrito Beach","19 S. LaSalle St.","Chicago","IL",," 312-578-9340",3,4,14
399,"Burt's Place","8541 N. Ferris Ave.","Chicago","IL",," 847-965-7997",2,2,0
400,"Butch McGuire's","20 W. Division St.","Chicago","IL",," 312-337-9080",3,2,1
401,"Butterfly Social Club","722 W. Grand Ave.","Chicago","IL",," 312-666-1695",5,1,3
402,"Butterfly Sushi","1131 W. Madison St.","Chicago","IL",," 312-997-9988",0,0,4
403,"Butterfly Sushi Bar & Thai Cuisine","1156 W. Grand Ave.","Chicago","IL",," 312-563-5555",3,1,6
404,"Butterfly Sushi Bar & Thai Cuisine","1421 W. Chicago Ave.","Chicago","IL",," 312-492-9955",3,1,5
405,"Buzz Cafe","905 S. Lombard Ave.","Chicago","IL",," 708-524-2899",0,0,7
406,"Buzz: Killer Espresso","1644 N. Damen Ave.","Chicago","IL",," 773-366-8377",0,0,8
407,"Byblos","2639 W. Peterson Ave.","Chicago","IL",," 773-989-0500",0,0,9
408,"Byron's Hot Dogs","1017 W. Irving Park Rd.","Chicago","IL",," 773-281-7474",2,1,10
409,"C & S","5053 N. Lincoln Ave.","Chicago","IL",," No phone",0,0,11
410,"C'est Si Bon!","643 E. 47th","Chicago","IL",," 773-363-4123",0,0,8
411,"C-House","166 E. Superior St.","Chicago","IL",," 312-523-0923",4,2,12
412,"C-View","166 E. Superior St.","Chicago","IL",," 312-523-0923",0,0,13
413,"C.J. Arthur's","1168 Wilmette Avenue","Chicago","IL",," (847)256-8870",0,0,14
414,"C.W. Napkin","4443 N. Sheridan Rd.","Chicago","IL",," 773-769-6333",0,0,1
415,"Cab's Wine Bar Bistro","430 N. Main St.","Chicago","IL",," 630-942-9463",4,1,0
416,"Cactus Bar & Grill","404 S. Wells St.","Chicago","IL",," 312-922-3830",0,0,1
417,"Cafe 103","1909 W. 103rd St.","Chicago","IL",," 773-238-5115",5,1,2
418,"Cafe 28","1800 W. Irving Park Rd.","Chicago","IL",," 773-528-2883",4,1,3
419,"Cafe Absinthe","1954 W. North Ave.","Chicago","IL",," 773-278-4488",4,19,4
420,"Cafe Ba-Ba-Reeba","2024 N. Halsted St.","Chicago","IL",," 773-935-5000",3,43,5
421,"Cafe Ballou","939 N. Western Ave.","Chicago","IL",," 773-342-2909",3,1,6
422,"Cafe Bella","3311 W. Fullerton Ave.","Chicago","IL",," 773-292-5040",5,2,7
423,"Cafe Bernard","2100 N. Halsted St.","Chicago","IL",," 773- 871-2100",3,12,8
424,"Cafe Bionda","1924 S. State St.","Chicago","IL",," 312-326-9800",5,1,9
425,"Cafe Bolero","2252 N. Western Ave.","Chicago","IL",," 773-227-9000",3,18,10
426,"Cafe Central","1437 W. Chicago Ave.","Chicago","IL",," 312-243-6776",0,0,11
427,"Cafe Central","455 Central Ave.","Chicago","IL",," 847-266-7878",4,2,12
428,"Cafe Ciao","939 W. Madison St.","Chicago","IL",," 312-850-2426",0,0,13
429,"Cafe con Leche","1732 N. Milwaukee Ave.","Chicago","IL",," 773-342-2233",4,1,14
430,"Cafe con Leche/D'Noche","2714 N. Milwaukee Ave.","Chicago","IL",," 773-289-4274",3,1,0
431,"Cafe Corea","1603 E. 55th St.","Chicago","IL",," 773-288-1795",4,2,1
432,"Cafe des Architectes","20 E. Chestnut St.","Chicago","IL",," 312-324-4000",4,7,2
433,"Cafe Fresco","1202 W. Grand Ave.","Chicago","IL",," 312-733-6378",3,1,3
434,"Cafe Furaibo","2907 N. Lincoln Ave.","Chicago","IL",," 773-472-7017",3,4,4
435,"Cafe Hoang","1010 W. Argyle St.","Chicago","IL",," 773-878-9943",1,1,5
436,"Cafe Iberico","739 N. LaSalle Blvd.","Chicago","IL",," 312-573-1510",3,44,6
437,"Cafe Italo","555 W. Madison St.","Chicago","IL",," 312-902-2900",1,1,7
438,"Cafe La Cave","2777 Mannheim Rd.","Chicago","IL",," 847-827-7818",3,3,8
439,"Cafe Laguardia","2111 W. Armitage Ave.","Chicago","IL",," 773-862-5996",0,0,9
440,"Cafe Lucci","609 N. Milwaukee Ave.","Chicago","IL",," 847-729-2268",4,4,10
441,"Cafe Luigi","2548 N. Clark St.","Chicago","IL",," 773-404-0200",0,0,11
442,"Cafe Lura","3148 N.Milwaukee","Chicago","IL",,,0,0,11
443,"Cafe Lura","3184 N. Milwaukee Ave.","Chicago","IL",," 773-736-3033",5,2,12
444,"Cafe Marbella","5527 N. Milwaukee Ave.","Chicago","IL",," 773-853-0128",4,1,13
445,"Cafe Matou","1846 N. Milwaukee Ave.","Chicago","IL",," 773-384-8911",4,31,14
446,"Cafe Mestizo","1646 W. 18th St.","Chicago","IL",," 312-421-5920",0,0,0
447,"Cafe Mud","1936 Maple Ave.","Chicago","IL",," 847-733-9904",0,0,1
448,"Cafe Muppet","5515 N. Lincoln Ave.","Chicago","IL",," 773-728-2354",0,0,2
449,"Cafe Mustache","2313 N. Milwaukee Ave.","Chicago","IL",," 773-877-3327",0,0,3
450,"Cafe Nine 17","917 E. 79th St.","Chicago","IL",," 773-723-2222",1,1,4
451,"Cafe Nordstrom","55 E. Grand Ave.","Chicago","IL",," 312-464-1515",3,9,5
452,"Cafe Orange","5639 N. Lincoln Ave.","Chicago","IL",," 773-275-5040",0,0,6
453,"Cafe Orchid","1746 W. Addison St.","Chicago","IL",," 773-327-3808",5,2,7
454,"Cafe Penelope","230 S. Ashland Ave.","Chicago","IL",," 312-243-3600",0,0,8
455,"Cafe Pollada","5116 W. Cermak Rd.","Chicago","IL",," 708-477-0128",0,0,9
456,"Cafe Prague","6710 W. Belmont Ave.","Chicago","IL",," 773-427-7587",3,1,10
457,"Cafe Sandwicheria","455 N. Milwaukee Ave.","Chicago","IL",," 312-243-0599",3,1,11
458,"Cafe Selmarie","4729 N. Lincoln Ave.","Chicago","IL",," 773-989-5595",3,40,12
459,"Cafe Senegal","2131 W. Howard St.","Chicago","IL",," 773-465-5643",0,0,13
460,"Cafe Shino","211 E. Ontario St.","Chicago","IL",," 312-266-2280",0,0,14
461,"Cafe Sidecar","801 N. Orleans St.","Chicago","IL",," 312-202-0502",0,0,0
462,"Cafe Society","1801 S. Indiana Ave.","Chicago","IL",," 312-842-4210",3,1,1
463,"Cafe Spiaggia","980 N. Michigan Ave.","Chicago","IL",," 312-280-2750",3,21,2
464,"Cafe Sushi","1342 N. Wells St.","Chicago","IL",," 312-337-0700",2,2,3
465,"Cafe Too","4715 N. Sheridan Rd.","Chicago","IL",," 773-275-0626",0,0,4
466,"Cafe Touche","6731 N. Northwest Hwy.","Chicago","IL",," 773-775-0909",0,0,5
467,"Cafe Trinidad","557 E. 75th St.","Chicago","IL",," 773-846-8081",4,1,6
468,"Cafe Umbrella","5108 N. Lincoln Ave.","Chicago","IL",," 773-275-7110",2,1,7
469,"Cafe Winberie","151 N. Oak Park Ave.","Chicago","IL",," 708-386-2600",3,5,8
470,"Cafe' Lura","3841 N. Milwaukee Ave.","Chicago","IL",," 773-963-5136",0,0,9
471,"Cafecito","26 E. Congress Pkwy.","Chicago","IL",," 312-922-2233",0,0,10
472,"Cafeteria Marianao","2246 N. Milwaukee Ave.","Chicago","IL",," 773-278-4533",0,0,12
473,"Caffe Baci","20 N. Michigan Ave.","Chicago","IL",," 312-214-2220",0,0,13
474,"Caffe De Luca","1721 N. Damen Ave.","Chicago","IL",," 773-342-6000",3,13,14
475,"Caffe Gelato","2034 W. Division St.","Chicago","IL",," 773-227-7333",0,0,0
476,"Caffe La Scala","626 S. Racine Ave.","Chicago","IL",," 312-421-7262",0,0,1
477,"Caffe Streets","1750 W. Division St.","Chicago","IL",," 773-278-2739",0,0,2
478,"Cal's","400 S. Wells St.","Chicago","IL",," 312-922-6392",5,1,11
479,"California Clipper","1002 N. California Ave.","Chicago","IL",," 773-384-2547",0,0,3
480,"California Pizza Kitchen","374 Old Orchard Center","Chicago","IL",," 847-673-1144",0,0,7
481,"California Pizza Kitchen","52 E. Ohio St.","Chicago","IL",," 312-787-6075",3,9,8
482,"California Pizza Kitchen","551 Oakbrook Center","Chicago","IL",," 630-571-7800",2,1,6
483,"California Pizza Kitchen","835 N. Michigan Ave.","Chicago","IL",," 312-787-7300",3,5,5
484,"California Pizza Kitchen","939 W. North Ave.","Chicago","IL",," 312- 337-1281",3,9,4
485,"Caliterra","633 N. Saint Clair St.","Chicago","IL",," 312-274-4444",3,16,9
486,"Calo Pizzeria Restaurant","5343 N. Clark St.","Chicago","IL",," 773-271-7725",3,14,10
487,"Calumet Fisheries","3259 E. 95th St.","Chicago","IL",," 773-933-9855",4,1,12
488,"Calypso Cafe","5211 S. Harper Ave.","Chicago","IL",," 773-955-0229",3,11,13
489,"Camille's Sidewalk Cafe","400 N. LaSalle Dr.","Chicago","IL",," 312-329-9727",0,0,14
490,"Campagnola","815 Chicago Ave.","Chicago","IL",," 847-475-6100",3,28,0
491,"Canady le Chocolatier","824 S. Wabash Ave.","Chicago","IL",," 312-212-1270",4,1,1
492,"Cancun City","3426 N. Harlem Ave.","Chicago","IL",," 773-622-2334",3,1,2
493,"Candlelite Chicago","7452 N. Western Ave.","Chicago","IL",," 773-465-0087",3,3,3
494,"Cans Bar and Canteen","1640 N. Damen Ave.","Chicago","IL",," 773-227-2277",0,0,4
495,"Cantonesia","204 W. Cermak Rd.","Chicago","IL",," 312-225-0100",4,1,5
496,"Caoba","1619 N. Damen Ave.","Chicago","IL",," 773-342-2622",0,0,6
497,"Cape Cod Room","140 E. Walton St.","Chicago","IL",," 312-787-2200",3,8,7
498,"Capital Grille","633 N. Saint Clair St.","Chicago","IL",," 312-337-9400",4,10,8
499,"Caponies Trattoria","3350 N. Harlem Ave.","Chicago","IL",," 773-804-9024",3,3,9
500,"Capriccios","300 Happ Rd.","Chicago","IL",," 847-501-4556",0,0,10
501,"Capt'n Nemo's","3650 N. Ashland Ave.","Chicago","IL",," 773-929-7687",5,1,12
502,"Capt'n Nemo's","7367 N. Clark St.","Chicago","IL",," 773-973-0570",0,0,13
503,"Captain's Hard Time Dining & Josephine's Cooking","436 E. 79th St.","Chicago","IL",," 773-487-2900",0,0,11
504,"Carbon","300 W. 26th St.","Chicago","IL",," 312-225-3200",0,0,14
505,"Caribbean American Bakery","1539 W. Howard St.","Chicago","IL",," 773-761-0700",0,0,0
506,"Carlos'","429 Temple Ave.","Chicago","IL",," 847-432-0770",4,9,1
507,"Carmen's","1012 Church St.","Chicago","IL",," 847-328-0031",2,3,3
508,"Carmen's","6568 N. Sheridan Rd.","Chicago","IL",," 773-465-1700",3,2,2
509,"Carmichael's Chicago Steak House","1052 W. Monroe St.","Chicago","IL",," 312-433-0025",3,11,4
510,"Carmine's","1043 N. Rush St.","Chicago","IL",," 312-988-7676",3,7,5
511,"Carnitas Don Pedro","1113 W. 18th St.","Chicago","IL",," 312-829-4757",3,1,6
512,"Carnitas Don Rafa","4619 S. Kedzie Ave.","Chicago","IL",," 773-847-8342",0,0,7
513,"Carnitas El Paisa","3529 W. Fullerton Ave.","Chicago","IL",," 773-278-2062",0,0,8
514,"Carnitas Uruapan","1725 W. 18th St.","Chicago","IL",," 312-226-2654",0,0,9
515,"Carnivale","702 W. Fulton St.","Chicago","IL",," 312-850-5005",3,12,10
516,"Caro Mio","1827 W. Wilson Ave.","Chicago","IL",," 773-275-5000",3,26,11
517,"Carola's Hansa Slipper","4659 N. Lincoln Ave.","Chicago","IL",," 773-878-3662",0,0,12
518,"Carson's Restaurant","612 N. Wells St.","Chicago","IL",," 312-280-9200",3,1,13
519,"Carthage Cafe","3446 W. Foster Ave.","Chicago","IL",," 773-539-9004",0,0,14
520,"Cary's Lounge & Liquors","2251 W. Devon Ave.","Chicago","IL",," 773-743-5737",0,0,0
521,"Casa Nostra Bakery","7138 W. Belmont Ave.","Chicago","IL",," 773-282-8323",0,0,3
522,"Casbah Cafe","3151 N. Broadway","Chicago","IL",," 773-935-3339",3,11,4
523,"Cassava","3338 N. Clark St.","Chicago","IL",," 773-857-3039",0,0,5
524,"Castel Gandolfo","800 N. Dearborn St.","Chicago","IL",," 312-787-2211",0,0,6
525,"Catch 35","35 W. Wacker Dr.","Chicago","IL",," 312-346-3500",3,14,7
526,"Catcher's Sports Bar","901 W. 35th St.","Chicago","IL",," 773-869-9411",0,0,8
527,"Catedral Cafe","2500 S. Christiana Ave.","Chicago","IL",," 773-277-2233",0,0,9
528,"Cavanaugh's","53 W. Jackson Blvd.","Chicago","IL",," 312-939-3125",3,2,10
529,"Cedars Mediterranean Kitchen","1206 E. 53rd St.","Chicago","IL",," 773-324-6227",3,5,13
530,"Cellars Market","141 W. Jackson Blvd.","Chicago","IL",," 312-427-7440",4,1,0
531,"Celtic Crown","4301 N. Western Ave.","Chicago","IL",," 773-588-1110",2,5,1
532,"Celtic Knot","626 Church St.","Chicago","IL",," 847-864-1679",3,4,2
533,"Cemitas Puebla","3619 W. North Ave.","Chicago","IL",," 773-772-8435",0,0,3
534,"Ceres Cafe","141 W. Jackson Blvd.","Chicago","IL",," 312-427-3443",2,2,4
535,"Ceres' Table","4882 N. Clark St.","Chicago","IL",," 773-878-4882",5,1,5
536,"Cesar's Tacos","2924 N. Broadway","Chicago","IL",," 773-296-9097",0,0,6
537,"Cesar's Tacos","3166 N. Clark St.","Chicago","IL",," 773-248-2835",3,5,7
538,"Ch'ava Cafe","4656 N. Clark St.","Chicago","IL",," 773-942-6763",0,0,8
539,"Chaihanna","19 E. Dundee Rd.","Chicago","IL",," 847-215-5044",0,0,9
540,"Chalavi","2931 W. Touhy Ave.","Chicago","IL",," 773-338-9640",0,0,10
541,"Chalkboard","4343 N. Lincoln Ave.","Chicago","IL",," 773-477-7144",4,7,11
542,"Chambers Seafood Grill & Chop House","6881 N. Milwaukee Ave.","Chicago","IL",," 847-647-8282",0,0,12
543,"Chang's Chinese Restaurant","3718 N. Elston Ave.","Chicago","IL",," 773-588-6909",0,0,13
544,"Chant","1509 E. 53rd St.","Chicago","IL",," 773-955-2200",0,0,14
545,"Charcoal Delights","3139 W. Foster Ave.","Chicago","IL",," 773-583-0056",0,0,0
546,"Charleston","2076 N. Hoyne Ave.","Chicago","IL",," 773-489-4757",1,2,1
547,"Charley Thai Place","3209 W. Armitage Ave.","Chicago","IL",," 773-278-3200",0,0,2
548,"Charlie Beinlich's","290 Skokie Blvd.","Chicago","IL",," 847-564-9328",4,4,3
549,"Charlie Trotter's","816 W. Armitage Ave.","Chicago","IL",," 773-248-6228",4,23,4
550,"Charlie's Ale House","700 E. Grand Ave.","Chicago","IL",," 312-595-1440",2,5,5
551,"Charlie's on Webster","1224 W. Webster Ave.","Chicago","IL",," 773-871-1440",2,6,6
552,"Charmers Cafe/Dagel and Beli","1500 W. Jarvis Ave.","Chicago","IL",," 773-743-2233",0,0,7
553,"Che Cafe","1058 W. Taylor St.","Chicago","IL",," 312-850-4665",3,5,9
554,"Cheesecake Factory","374 Old Orchard Shopping Center","Chicago","IL",," 847-329-8077",3,14,11
555,"Cheesecake Factory","875 N. Michigan Ave.","Chicago","IL",," 312- 337-1101",3,15,10
556,"Chef Luciano/Gourmet Fish","49 E. Cermak Rd.","Chicago","IL",," 312-326-0062",0,0,12
557,"Chef's Station","915 Davis St.","Chicago","IL",," 847-570-9821",3,14,13
